STUDY_ID|VISIT_NUMBER|VISIT_NAME|OPTIONAL_VISIT_FLAG|FORM_NAME|PROCEDURE_NAME
C4891026|37|RECIST/Week60|1|INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT-RECIST(V1.|RSIOTA001
C4891026|37|RECIST/Week60|1|NEW LESION PROMPT|R_TUTMM002
C4891026|37|RECIST/Week60|1|NEW LESIONS|TUTMM005
C4891026|37|RECIST/Week60|1|NON-TARGET LESIONS|TUTMM006_1
C4891026|37|RECIST/Week60|1|TARGET LESIONS|TUTMM003_1
C4891026|38|Cycle17/Day1|1|DATE OF VISIT|SV001
C4891026|38|Cycle17/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|38|Cycle17/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|38|Cycle17/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|38|Cycle17/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|38|Cycle17/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|38|Cycle17/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|38|Cycle17/Day1|1|VITAL SIGNS|VS001_3
C4891026|39|Cycle18/Day1|1|DATE OF VISIT|SV001
C4891026|39|Cycle18/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|39|Cycle18/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|39|Cycle18/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|39|Cycle18/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|39|Cycle18/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|39|Cycle18/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|39|Cycle18/Day1|1|VITAL SIGNS|VS001_3
C4891026|40|Cycle19/Day1|1|DATE OF VISIT|SV001
C4891026|40|Cycle19/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|40|Cycle19/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|40|Cycle19/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|40|Cycle19/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|40|Cycle19/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|40|Cycle19/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|40|Cycle19/Day1|1|VITAL SIGNS|VS001_3
C4891026|41|RECIST/Week72|1|DATE OF VISIT|SV001
C4891026|41|RECIST/Week72|1|INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT-RECIST(V1.|RSIOTA001
C4891026|41|RECIST/Week72|1|NEW LESION PROMPT|R_TUTMM002
C4891026|41|RECIST/Week72|1|NEW LESIONS|TUTMM005
C4891026|41|RECIST/Week72|1|NON-TARGET LESIONS|TUTMM006_1
C4891026|41|RECIST/Week72|1|TARGET LESIONS|TUTMM003_1
C4891026|42|Cycle20/Day1|1|DATE OF VISIT|SV001
C4891026|42|Cycle20/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|42|Cycle20/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|42|Cycle20/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|42|Cycle20/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|42|Cycle20/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|42|Cycle20/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|42|Cycle20/Day1|1|VITAL SIGNS|VS001_3
C4891026|43|Cycle21/Day1|1|DATE OF VISIT|SV001
C4891026|43|Cycle21/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|43|Cycle21/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|43|Cycle21/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|43|Cycle21/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|43|Cycle21/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|43|Cycle21/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|43|Cycle21/Day1|1|VITAL SIGNS|VS001_3
C4891026|44|Cycle22/Day1|1|DATE OF VISIT|SV001
C4891026|44|Cycle22/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|44|Cycle22/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|44|Cycle22/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|44|Cycle22/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|44|Cycle22/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|44|Cycle22/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|44|Cycle22/Day1|1|VITAL SIGNS|VS001_3
C4891026|45|RECIST/Week84|1|DATE OF VISIT|SV001
C4891026|45|RECIST/Week84|1|INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT-RECIST(V1.|RSIOTA001
C4891026|45|RECIST/Week84|1|NEW LESION PROMPT|R_TUTMM002
C4891026|45|RECIST/Week84|1|NEW LESIONS|TUTMM005
C4891026|45|RECIST/Week84|1|NON-TARGET LESIONS|TUTMM006_1
C4891026|45|RECIST/Week84|1|TARGET LESIONS|TUTMM003_1
C4891026|46|Cycle23/Day1|1|DATE OF VISIT|SV001
C4891026|46|Cycle23/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|46|Cycle23/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|46|Cycle23/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|46|Cycle23/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|46|Cycle23/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|46|Cycle23/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|46|Cycle23/Day1|1|VITAL SIGNS|VS001_3
C4891026|47|Cycle24/Day1|1|DATE OF VISIT|SV001
C4891026|47|Cycle24/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|47|Cycle24/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|47|Cycle24/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|47|Cycle24/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|47|Cycle24/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|47|Cycle24/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|47|Cycle24/Day1|1|VITAL SIGNS|VS001_3
C4891026|48|Cycle25/Day1|1|DATE OF VISIT|SV001
C4891026|48|Cycle25/Day1|1|LAB CHEMISTRY|LB001_14
C4891026|48|Cycle25/Day1|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|48|Cycle25/Day1|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|48|Cycle25/Day1|1|TREATMENT - REPEATING - PF-07220060|EC001_4_1
C4891026|48|Cycle25/Day1|1|TREATMENT - REPEATING - VEPDEGESTRANT|EC001_4
C4891026|48|Cycle25/Day1|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|48|Cycle25/Day1|1|VITAL SIGNS|VS001_3
C4891026|49|RECIST/Week96|1|DATE OF VISIT|SV001
C4891026|49|RECIST/Week96|1|INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT-RECIST(V1.|RSIOTA001
C4891026|49|RECIST/Week96|1|NEW LESION PROMPT|R_TUTMM002
C4891026|49|RECIST/Week96|1|NEW LESIONS|TUTMM005
C4891026|49|RECIST/Week96|1|NON-TARGET LESIONS|TUTMM006_1
C4891026|49|RECIST/Week96|1|TARGET LESIONS|TUTMM003_1
C4891026|50|End of Treatment|1|DATE OF VISIT|SV001
C4891026|50|End of Treatment|1|LAB CHEMISTRY|LB001_14
C4891026|50|End of Treatment|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|50|End of Treatment|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|50|End of Treatment|1|LOCALLY READ ECGs|EG001
C4891026|50|End of Treatment|1|MBIO - BIOMARKER - TUMOR TISSUE|Z_MBIO002_1
C4891026|50|End of Treatment|1|MBIO - BIOMARKER - ctDNA PLASMA|Z_MBIO002_3
C4891026|50|End of Treatment|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|50|End of Treatment|1|VITAL SIGNS|VS001_4
C4891026|51|Safety Follow-Up|1|DATE OF VISIT|SV001
C4891026|51|Safety Follow-Up|1|LAB CHEMISTRY|LB001_14
C4891026|51|Safety Follow-Up|1|LAB HEMATOLOGY - ABSOLUTE|LB001_1
C4891026|51|Safety Follow-Up|1|LAB HEMATOLOGY - PERCENT|LB001_1_1
C4891026|51|Safety Follow-Up|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|51|Safety Follow-Up|1|TRIGGER FORM - LAB HEMATOLOGY PROMPT|R_TRIG001_1
C4891026|52|Survival Follow-Up 1|1|DATE OF VISIT|SV001
C4891026|52|Survival Follow-Up 1|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|52|Survival Follow-Up 1|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|53|Survival Follow-Up 2|1|DATE OF VISIT|SV001
C4891026|53|Survival Follow-Up 2|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|53|Survival Follow-Up 2|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|54|Survival Follow-Up 3|1|DATE OF VISIT|SV001
C4891026|54|Survival Follow-Up 3|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|54|Survival Follow-Up 3|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|55|Survival Follow-Up 4|1|DATE OF VISIT|SV001
C4891026|55|Survival Follow-Up 4|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|55|Survival Follow-Up 4|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|56|Survival Follow-Up 5|1|DATE OF VISIT|SV001
C4891026|56|Survival Follow-Up 5|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|56|Survival Follow-Up 5|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|57|Survival Follow-Up 6|1|DATE OF VISIT|SV001
C4891026|57|Survival Follow-Up 6|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|57|Survival Follow-Up 6|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|58|Survival Follow-Up 7|1|DATE OF VISIT|SV001
C4891026|58|Survival Follow-Up 7|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|58|Survival Follow-Up 7|1|SURVIVAL FOLLOW-UP|SSSRV001
C4891026|59|Survival Follow-Up 8|1|DATE OF VISIT|SV001
C4891026|59|Survival Follow-Up 8|1|RESPONSE TO REGIMEN - CANCER THERAPY|CM001_1_1
C4891026|59|Survival Follow-Up 8|1|SURVIVAL FOLLOW-UP|SSSRV001
