STUDY_ID|VISIT_NUMBER|VISIT_NAME|OPTIONAL_VISIT_FLAG|FORM_NAME|PROCEDURE_NAME
C1071006|3|Screening|0|LABORATORY DATA - SERUM FLC|LB001_20
C1071006|3|Screening|0|LABORATORY DATA - SIFE|LB001_15
C1071006|3|Screening|0|LABORATORY DATA - SPEP|LB001_12
C1071006|3|Screening|0|LABORATORY DATA - THYROID|LB001_17
C1071006|3|Screening|0|LABORATORY DATA - UIFE|LB001_13
C1071006|3|Screening|0|LABORATORY DATA - UPEP|LB001_14
C1071006|3|Screening|0|LOCALLY READ ECGs 1|EG001
C1071006|3|Screening|0|MBIO - BIOMARKER - ARCHIVAL BMA|Z_MBIO002_13
C1071006|3|Screening|0|MBIO - BIOMARKER - BONE MARROW|Z_MBIO002
C1071006|3|Screening|0|MBIO - BIOMARKER - MRD BLOOD|Z_MBIO002_7
C1071006|3|Screening|0|MBIO - BIOMARKER - TCR|Z_MBIO002_5
C1071006|3|Screening|0|Microbiology Specimen - CMV PCR|MBMIB002
C1071006|3|Screening|0|Microbiology Specimen - HEPATITIS ASSESSMENT|MBMIB002_4
C1071006|3|Screening|0|Microbiology Specimen - SARS-COV-2|MBMIB002_3
C1071006|3|Screening|0|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|3|Screening|0|NON-DRUG TREATMENTS - PRIOR RADIATION THERAPY|PR001_5
C1071006|3|Screening|0|NON-TARGET LESIONS - BASELINE|TUTMM006
C1071006|3|Screening|0|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA|LB001_11
C1071006|3|Screening|0|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_2
C1071006|3|Screening|0|PRE-SPECIFIED PRIMARY DIAGNOSIS - R-ISS|MH001_4
C1071006|3|Screening|0|PRE-SPECIFIED PRIMARY DIAGNOSIS - R-ISS P2|MH001_4_1
C1071006|3|Screening|0|RESPONSE TO REGIMEN - PRIOR CANCER THERAPY|CM001_1
C1071006|3|Screening|0|SUBJECT CHARACTERISTICS|SC009
C1071006|3|Screening|0|TRANSPLANT DETAILS - PRIOR|PRTPL021_1
C1071006|3|Screening|0|Trigger Form - BONE MARROW|R_TRIG001_1
C1071006|3|Screening|0|Trigger Form - ELIGIBILITY DATA REVIEW|R_TRIG001_5
C1071006|3|Screening|0|Trigger Form - INCLUSION/EXCLUSION CRITERIA|R_TRIG001_2
C1071006|3|Screening|0|Trigger Form - LABORATORY DATA - HEMATOLOGY|R_TRIG001_3
C1071006|3|Screening|0|Trigger Form - PROTOCOL VERSION|R_TRIG001
C1071006|3|Screening|0|VITAL SIGNS - BASELINE|VS001
C1071006|4|Disposition|1|DEATH DETAILS|DD002
C1071006|4|Disposition|1|DISPOSITION - LONG TERM FOLLOW-UP|DS001_6
C1071006|4|Disposition|1|DISPOSITION - TREATMENT INDUCTION|DS001_9
C1071006|4|Disposition|1|DISPOSITION - TREATMENT MAINTENANCE|DS001_9_1
C1071006|4|Disposition|1|WITHDRAWAL OF CONSENT|DS001_7
C1071006|4|Disposition|1|WITHDRAWAL OF CONSENT - RETAINED RESEARCH SAMPLE|DS001_7_1
C1071006|5|Logs|1|ADVERSE EVENT REPORT|AE001
C1071006|5|Logs|1|ASSESSMENT OF CYTOKINE RELEASE SYNDROME|FACRS043
C1071006|5|Logs|1|ASTCT ICANS GRADING|FAICA044
C1071006|5|Logs|1|CONCOMITANT MEDICATIONS|CM001
C1071006|5|Logs|1|CONCOMITANT MEDICATIONS - STEM CELL MOBILIZATION|CM001_4
C1071006|5|Logs|1|Hospitalization Details|HOHOS007_2
C1071006|5|Logs|1|Hospitalization Details - ICU|HOHOS007
C1071006|5|Logs|1|Immune Effector Cell-Associated Encephalopathy (IC|FTICE005
C1071006|5|Logs|1|MEDICATION ERROR|AE001_1
C1071006|5|Logs|1|NON-DRUG TREATMENTS|PR001
C1071006|5|Logs|1|NON-DRUG TREATMENTS - APHERESIS|PR001_4
C1071006|5|Logs|1|NON-DRUG TREATMENTS - CANCER SURGERY|PR001_7
C1071006|5|Logs|1|NON-DRUG TREATMENTS - FOLLOW-UP RADIATION|PR001_6
C1071006|5|Logs|1|RADIATION TREATMENT|PR001_1
C1071006|5|Logs|1|RESPONSE TO REGIMEN - FOLLOW-UP CANCER THERAPY|CM001_1_1
C1071006|5|Logs|1|RESPONSE TO REGIMEN - FUP CANCER THERAPY2|CM001_1_2
C1071006|5|Logs|1|STEM CELL MOBILIZATION|FASCM081
C1071006|5|Logs|1|TRANSFUSIONS|PRTFD002
C1071006|6|Unplanned|1|BIDIMENSIONAL TARGET LESION ASSESSMENT |TUTMM003_3
C1071006|6|Unplanned|1|CARDIAC FUNCTION EVALUATION|CVECH001
C1071006|6|Unplanned|1|CONCOMITANT MEDICATIONS - PRE-MEDICATIONS|CM001_2
C1071006|6|Unplanned|1|CONCOMITANT MEDICATIONS - PRE-POST MEDICATIONS|CM001_3
C1071006|6|Unplanned|1|CYTOGENETICS - FISH|Z_CYGEXPL001
C1071006|6|Unplanned|1|CYTOGENETICS - KARYOTYPING|Z_CYGEXPL001_1
C1071006|6|Unplanned|1|DATE OF VISIT|SV001
C1071006|6|Unplanned|1|ECOG PERFORMANCE STATUS|QSPFM005
C1071006|6|Unplanned|1|Healthcare Resource Utilization|HOHCU023
C1071006|6|Unplanned|1|IMAGING|MOCAR007
C1071006|6|Unplanned|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA DARA UNPLAN|IS001_7
C1071006|6|Unplanned|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB DARA UN|IS001_3
C1071006|6|Unplanned|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB ELRA UN|IS001_1
C1071006|6|Unplanned|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB ELRA UN|IS001_6
C1071006|6|Unplanned|1|IMWG UNIFORM RESPONSE ASSESSMENT|RSIMWG041
C1071006|6|Unplanned|1|LAB CHEMISTRY - REPEATING|LB001_8
C1071006|6|Unplanned|1|LABORATORY DATA - BONE MARROW ASPIRATE|LB001_18
C1071006|6|Unplanned|1|LABORATORY DATA - BONE MARROW BIOPSY|LB001_19
C1071006|6|Unplanned|1|LABORATORY DATA - CHEMISTRY - REPEATING|LB001_8_1
C1071006|6|Unplanned|1|LABORATORY DATA - CMV PCR|LB001_25
C1071006|6|Unplanned|1|LABORATORY DATA - COAGULATION|LB001_16
C1071006|6|Unplanned|1|LABORATORY DATA - HEMATOLOGY - REPEATING|LB001_9
C1071006|6|Unplanned|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES - REPEATI|LB001_9_1
C1071006|6|Unplanned|1|LABORATORY DATA - HEPATITIS|LB001_23
C1071006|6|Unplanned|1|LABORATORY DATA - HYS LAW|LB001_22
C1071006|6|Unplanned|1|LABORATORY DATA - IMMUNOGLOBULIN|LB001_24
C1071006|6|Unplanned|1|LABORATORY DATA - SERUM FLC|LB001_20
C1071006|6|Unplanned|1|LABORATORY DATA - SIFE|LB001_15
C1071006|6|Unplanned|1|LABORATORY DATA - SPEP|LB001_12
C1071006|6|Unplanned|1|LABORATORY DATA - THYROID|LB001_17
C1071006|6|Unplanned|1|LABORATORY DATA - UIFE|LB001_13
C1071006|6|Unplanned|1|LABORATORY DATA - UPEP|LB001_14
C1071006|6|Unplanned|1|LOCALLY READ ECGs 1|EG001
C1071006|6|Unplanned|1|LOCALLY READ ECGs 2|EG001_4
C1071006|6|Unplanned|1|LOCALLY READ ECGs 3|EG001_5
C1071006|6|Unplanned|1|MBIO - BIOMARKER - SCREENING ALTERNATIVE BMA|Z_MBIO002_10
C1071006|6|Unplanned|1|MBIO - BIOMARKER - UNPLANNED|Z_MBIO002_8
C1071006|6|Unplanned|1|Microbiology Specimen - CMV PCR|MBMIB002
C1071006|6|Unplanned|1|Microbiology Specimen - CMV Serology|MBMIB002_2
C1071006|6|Unplanned|1|Microbiology Specimen - HEPATITIS ASSESSMENT|MBMIB002_4
C1071006|6|Unplanned|1|Microbiology Specimen - SARS-COV-2|MBMIB002_3
C1071006|6|Unplanned|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|6|Unplanned|1|NEW LESION PROMPT|R_TUTMM002
C1071006|6|Unplanned|1|NEW LESIONS|TUTMM005
C1071006|6|Unplanned|1|NON-TARGET LESIONS|TUTMM006_1
C1071006|6|Unplanned|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_3
C1071006|6|Unplanned|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA UNP|LB001_11_1
C1071006|6|Unplanned|1|PHARMACOKINETICS (POINT) - DARATUMUMAB - UNPL|PC003_8
C1071006|6|Unplanned|1|PHARMACOKINETICS (POINT) - DARATUMUMAB - UNPLANNED|PC003_11
C1071006|6|Unplanned|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - UNPL|PC003_6
C1071006|6|Unplanned|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - UNPLANNED|PC003_10
C1071006|6|Unplanned|1|PHARMACOKINETICS (POINT) - LENALIDOMIDE - UNPL|PC003_9
C1071006|6|Unplanned|1|PHARMACOKINETICS (POINT) - LENALIDOMIDE - UNPLANNE|PC003_12
C1071006|6|Unplanned|1|PK DOSING - MOST RECENT LENALIDOMIDE DOSE PRIOR TO|EC001_5
C1071006|6|Unplanned|1|SURVIVAL FOLLOW-UP|SSSRV001
C1071006|6|Unplanned|1|SURVIVAL FOLLOW-UP-UNPLANNED|SSSRV001_1
C1071006|6|Unplanned|1|TRANSPLANT DETAILS|PRTPL021
C1071006|6|Unplanned|1|TRANSPLANT DETAILS - PRIOR|PRTPL021_1
C1071006|6|Unplanned|1|TREATMENT - REPEATING - DARATUMUMAB|EC001_4_3
C1071006|6|Unplanned|1|TREATMENT - REPEATING - DEXAMETHASONE|EC001_4_2
C1071006|6|Unplanned|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
C1071006|6|Unplanned|1|TREATMENT - REPEATING - LENALIDOMIDE|EC001_4_1
C1071006|6|Unplanned|1|UNPLANNED VISIT|D_UPA001
C1071006|6|Unplanned|1|VITAL SIGNS - REPEATING|VS001_2
C1071006|6|Unplanned|1|VITAL SIGNS - WEIGHT ONLY|VS001_4
C1071006|7|Subject Status|1|SUBJECT STATUS|X_DS_SLOPD001
C1071006|8|Investigator Signature|1|CASEBOOK SIGNATURE FORM|D_IS001
C1071006|11|Cycle 0/Day 1|1|CONCOMITANT MEDICATIONS - PRE-MEDICATIONS|CM001_2
C1071006|11|Cycle 0/Day 1|1|DATE OF VISIT|SV001
C1071006|11|Cycle 0/Day 1|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB ELRA|IS001
C1071006|11|Cycle 0/Day 1|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB ELRANAT|IS001_8
C1071006|11|Cycle 0/Day 1|1|INFORMED CONSENT - OPTIONAL RETAINED RESEARCH SAMP|DS001_10
C1071006|11|Cycle 0/Day 1|1|Immune Effector Cell-Associated Encephalopathy (IC|FTICE005
C1071006|11|Cycle 0/Day 1|1|LAB CHEMISTRY|LB001
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - CHEMISTRY|LB001_26
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - HEMATOLOGY|LB001_1
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES|LB001_1_1
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - IMMUNOGLOBULIN|LB001_24
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - SERUM FLC|LB001_20
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - SIFE|LB001_15
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - SPEP|LB001_12
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - THYROID|LB001_17
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - UIFE|LB001_13
C1071006|11|Cycle 0/Day 1|1|LABORATORY DATA - UPEP|LB001_14
C1071006|11|Cycle 0/Day 1|1|LOCALLY READ ECGs 1|EG001
C1071006|11|Cycle 0/Day 1|1|LOCALLY READ ECGs 2|EG001_4
C1071006|11|Cycle 0/Day 1|1|LOCALLY READ ECGs 3|EG001_5
C1071006|11|Cycle 0/Day 1|1|MBIO - BIOMARKER - CIRC PROT PRE 24 48|Z_MBIO002_1
C1071006|11|Cycle 0/Day 1|1|MBIO - BIOMARKER - DAY 1|Z_MBIO002_4
C1071006|11|Cycle 0/Day 1|1|Microbiology Specimen - SARS-COV-2|MBMIB002_3
C1071006|11|Cycle 0/Day 1|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|11|Cycle 0/Day 1|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA|LB001_11
C1071006|11|Cycle 0/Day 1|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_2
C1071006|11|Cycle 0/Day 1|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE 24|PC003_2
C1071006|11|Cycle 0/Day 1|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE 24 48|PC003_1
C1071006|11|Cycle 0/Day 1|1|RETAINED RESEARCH SAMPLE TRACKING - GENETICS|R_OMIC003
C1071006|11|Cycle 0/Day 1|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
C1071006|11|Cycle 0/Day 1|1|Trigger Form - LABORATORY DATA - HEMATOLOGY|R_TRIG001_3
C1071006|11|Cycle 0/Day 1|1|VITAL SIGNS - REPEATING|VS001_2
C1071006|11|Cycle 0/Day 1|1|VITAL SIGNS - WEIGHT|VS001_3
C1071006|11|Cycle 0/Day 1|1|VITAL SIGNS - WEIGHT ONLY|VS001_4
C1071006|12|Cycle 0/Day 4|1|CONCOMITANT MEDICATIONS - PRE-MEDICATIONS|CM001_2
C1071006|12|Cycle 0/Day 4|1|DATE OF VISIT|SV001
C1071006|12|Cycle 0/Day 4|1|LABORATORY DATA - HEMATOLOGY|LB001_1
C1071006|12|Cycle 0/Day 4|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES|LB001_1_1
C1071006|12|Cycle 0/Day 4|1|MBIO - BIOMARKER - CIRC PROT PRE 24|Z_MBIO002_2
C1071006|12|Cycle 0/Day 4|1|MBIO - BIOMARKER - ICP|Z_MBIO002_9
C1071006|12|Cycle 0/Day 4|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|12|Cycle 0/Day 4|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA|LB001_11
C1071006|12|Cycle 0/Day 4|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_2
C1071006|12|Cycle 0/Day 4|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE 24|PC003_2
C1071006|12|Cycle 0/Day 4|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
C1071006|12|Cycle 0/Day 4|1|Trigger Form - LABORATORY DATA - HEMATOLOGY|R_TRIG001_3
C1071006|12|Cycle 0/Day 4|1|VITAL SIGNS - REPEATING|VS001_2
C1071006|13|Cycle 0/Day 8|1|CONCOMITANT MEDICATIONS - PRE-MEDICATIONS|CM001_2
C1071006|13|Cycle 0/Day 8|1|DATE OF VISIT|SV001
C1071006|13|Cycle 0/Day 8|1|LAB CHEMISTRY|LB001
C1071006|13|Cycle 0/Day 8|1|LABORATORY DATA - CHEMISTRY|LB001_26
C1071006|13|Cycle 0/Day 8|1|LABORATORY DATA - HEMATOLOGY|LB001_1
C1071006|13|Cycle 0/Day 8|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES|LB001_1_1
C1071006|13|Cycle 0/Day 8|1|MBIO - BIOMARKER - CIRC PROT PRE|Z_MBIO002_3
C1071006|13|Cycle 0/Day 8|1|MBIO - BIOMARKER - ICP|Z_MBIO002_9
C1071006|13|Cycle 0/Day 8|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|13|Cycle 0/Day 8|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA|LB001_11
C1071006|13|Cycle 0/Day 8|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_2
C1071006|13|Cycle 0/Day 8|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE|PC003
C1071006|13|Cycle 0/Day 8|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
C1071006|13|Cycle 0/Day 8|1|Trigger Form - LABORATORY DATA - HEMATOLOGY|R_TRIG001_3
C1071006|13|Cycle 0/Day 8|1|VITAL SIGNS - REPEATING|VS001_2
C1071006|14|Cycle1/Day1|1|BIDIMENSIONAL TARGET LESION ASSESSMENT |TUTMM003_3
C1071006|14|Cycle1/Day1|1|CONCOMITANT MEDICATIONS - PRE-POST MEDICATIONS|CM001_3
C1071006|14|Cycle1/Day1|1|DATE OF VISIT|SV001
C1071006|14|Cycle1/Day1|1|Healthcare Resource Utilization|HOHCU023
C1071006|14|Cycle1/Day1|1|IMAGING|MOCAR007
C1071006|14|Cycle1/Day1|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA DARATUMUMAB|IS001_10
C1071006|14|Cycle1/Day1|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB DARA|IS001_2
C1071006|14|Cycle1/Day1|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB ELRA|IS001
C1071006|14|Cycle1/Day1|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB ELRANAT|IS001_8
C1071006|14|Cycle1/Day1|1|INFORMED CONSENT - OPTIONAL RETAINED RESEARCH SAMP|DS001_10
C1071006|14|Cycle1/Day1|1|Immune Effector Cell-Associated Encephalopathy (IC|FTICE005
C1071006|14|Cycle1/Day1|1|LAB CHEMISTRY|LB001
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - CHEMISTRY|LB001_26
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - CMV PCR|LB001_25
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - HEMATOLOGY|LB001_1
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES|LB001_1_1
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - IMMUNOGLOBULIN|LB001_24
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - SERUM FLC|LB001_20
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - SIFE|LB001_15
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - SPEP|LB001_12
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - THYROID|LB001_17
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - UIFE|LB001_13
C1071006|14|Cycle1/Day1|1|LABORATORY DATA - UPEP|LB001_14
C1071006|14|Cycle1/Day1|1|LOCALLY READ ECGs 1|EG001
C1071006|14|Cycle1/Day1|1|LOCALLY READ ECGs 2|EG001_4
C1071006|14|Cycle1/Day1|1|LOCALLY READ ECGs 3|EG001_5
C1071006|14|Cycle1/Day1|1|MBIO - BIOMARKER - CIRC PROT PRE|Z_MBIO002_3
C1071006|14|Cycle1/Day1|1|MBIO - BIOMARKER - GERMLINE|Z_MBIO002_14
C1071006|14|Cycle1/Day1|1|MBIO - BIOMARKER - ICP|Z_MBIO002_9
C1071006|14|Cycle1/Day1|1|MBIO - BIOMARKER - TCR|Z_MBIO002_5
C1071006|14|Cycle1/Day1|1|Microbiology Specimen - CMV PCR|MBMIB002
C1071006|14|Cycle1/Day1|1|Microbiology Specimen - SARS-COV-2|MBMIB002_3
C1071006|14|Cycle1/Day1|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|14|Cycle1/Day1|1|NEW LESION PROMPT|R_TUTMM002
C1071006|14|Cycle1/Day1|1|NEW LESIONS|TUTMM005
C1071006|14|Cycle1/Day1|1|NON-TARGET LESIONS|TUTMM006_1
C1071006|14|Cycle1/Day1|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA|LB001_11
C1071006|14|Cycle1/Day1|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_2
C1071006|14|Cycle1/Day1|1|PHARMACOKINETICS (POINT) - DARATUMUMAB - PRE|PC003_3
C1071006|14|Cycle1/Day1|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE|PC003
C1071006|14|Cycle1/Day1|1|PHARMACOKINETICS (POINT) - LENALIDOMIDE - PRE|PC003_4
C1071006|14|Cycle1/Day1|1|PK DOSING - MOST RECENT LENALIDOMIDE DOSE PRIOR TO|EC001_5
C1071006|14|Cycle1/Day1|1|RETAINED RESEARCH SAMPLE TRACKING - GENETICS|R_OMIC003
C1071006|14|Cycle1/Day1|1|TREATMENT - REPEATING - DARATUMUMAB|EC001_4_3
C1071006|14|Cycle1/Day1|1|TREATMENT - REPEATING - DEXAMETHASONE|EC001_4_2
C1071006|14|Cycle1/Day1|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
C1071006|14|Cycle1/Day1|1|TREATMENT - REPEATING - LENALIDOMIDE|EC001_4_1
C1071006|14|Cycle1/Day1|1|Trigger Form - LABORATORY DATA - HEMATOLOGY|R_TRIG001_3
C1071006|14|Cycle1/Day1|1|VITAL SIGNS - REPEATING|VS001_2
C1071006|14|Cycle1/Day1|1|VITAL SIGNS - WEIGHT|VS001_3
C1071006|14|Cycle1/Day1|1|VITAL SIGNS - WEIGHT ONLY|VS001_4
C1071006|15|Cycle1/Day8|1|CONCOMITANT MEDICATIONS - PRE-POST MEDICATIONS|CM001_3
C1071006|15|Cycle1/Day8|1|DATE OF VISIT|SV001
C1071006|15|Cycle1/Day8|1|LAB CHEMISTRY|LB001
C1071006|15|Cycle1/Day8|1|LABORATORY DATA - CHEMISTRY|LB001_26
C1071006|15|Cycle1/Day8|1|LABORATORY DATA - HEMATOLOGY|LB001_1
C1071006|15|Cycle1/Day8|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES|LB001_1_1
C1071006|15|Cycle1/Day8|1|MBIO - BIOMARKER - CIRC PROT PRE|Z_MBIO002_3
C1071006|15|Cycle1/Day8|1|MBIO - BIOMARKER - ICP|Z_MBIO002_9
C1071006|15|Cycle1/Day8|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|15|Cycle1/Day8|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE|PC003
C1071006|15|Cycle1/Day8|1|PHARMACOKINETICS (POINT) - LENALIDOMIDE - PRE|PC003_4
C1071006|15|Cycle1/Day8|1|PK DOSING - MOST RECENT LENALIDOMIDE DOSE PRIOR TO|EC001_5
C1071006|15|Cycle1/Day8|1|TREATMENT - REPEATING - DARATUMUMAB|EC001_4_3
C1071006|15|Cycle1/Day8|1|TREATMENT - REPEATING - DEXAMETHASONE|EC001_4_2
C1071006|15|Cycle1/Day8|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
C1071006|15|Cycle1/Day8|1|Trigger Form - LABORATORY DATA - HEMATOLOGY|R_TRIG001_3
C1071006|15|Cycle1/Day8|1|VITAL SIGNS - REPEATING|VS001_2
C1071006|16|Cycle1/Day15|1|CONCOMITANT MEDICATIONS - PRE-POST MEDICATIONS|CM001_3
C1071006|16|Cycle1/Day15|1|DATE OF VISIT|SV001
C1071006|16|Cycle1/Day15|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA DARATUMUMAB|IS001_10
C1071006|16|Cycle1/Day15|1|IMMUNOGENICITY SAMPLE COLLECTION - ADA NAB DARA|IS001_2
C1071006|16|Cycle1/Day15|1|LAB CHEMISTRY|LB001
C1071006|16|Cycle1/Day15|1|LABORATORY DATA - CHEMISTRY|LB001_26
C1071006|16|Cycle1/Day15|1|LABORATORY DATA - HEMATOLOGY|LB001_1
C1071006|16|Cycle1/Day15|1|LABORATORY DATA - HEMATOLOGY PERCENTAGES|LB001_1_1
C1071006|16|Cycle1/Day15|1|LOCALLY READ ECGs 1|EG001
C1071006|16|Cycle1/Day15|1|LOCALLY READ ECGs 2|EG001_4
C1071006|16|Cycle1/Day15|1|LOCALLY READ ECGs 3|EG001_5
C1071006|16|Cycle1/Day15|1|MBIO - BIOMARKER - CIRC PROT PRE|Z_MBIO002_3
C1071006|16|Cycle1/Day15|1|MBIO - BIOMARKER - ICP|Z_MBIO002_9
C1071006|16|Cycle1/Day15|1|MBIO - BIOMARKER - TCR|Z_MBIO002_5
C1071006|16|Cycle1/Day15|1|NEUROLOGICAL EXAMINATION|NVNE001
C1071006|16|Cycle1/Day15|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA|LB001_11
C1071006|16|Cycle1/Day15|1|PHARMACODYNAMICS LAB SAMPLE COLLECTION - sBCMA FRE|LB001_11_2
C1071006|16|Cycle1/Day15|1|PHARMACOKINETICS (POINT) - DARATUMUMAB - PRE|PC003_3
C1071006|16|Cycle1/Day15|1|PHARMACOKINETICS (POINT) - ELRANATAMAB - PRE|PC003
C1071006|16|Cycle1/Day15|1|PHARMACOKINETICS (POINT) - LENALIDOMIDE - PRE|PC003_4
C1071006|16|Cycle1/Day15|1|PK DOSING - MOST RECENT LENALIDOMIDE DOSE PRIOR TO|EC001_5
C1071006|16|Cycle1/Day15|1|TREATMENT - REPEATING - DARATUMUMAB|EC001_4_3
C1071006|16|Cycle1/Day15|1|TREATMENT - REPEATING - DEXAMETHASONE|EC001_4_2
C1071006|16|Cycle1/Day15|1|TREATMENT - REPEATING - ELRANATAMAB|EC001_4
